,index,age,marital,education,balance,loan,previous,y
14143,14882,29,married,secondary,2870,no,0,yes
14150,14889,27,divorced,secondary,451,no,0,yes
14163,14902,43,married,secondary,184,yes,0,yes
14166,14905,32,married,secondary,1905,no,0,yes
14169,14908,30,single,secondary,-36,no,0,yes
14188,14928,50,married,secondary,1165,no,0,yes
14192,14932,40,married,secondary,-839,yes,0,yes
14198,14938,42,married,secondary,3465,yes,0,yes
14214,14954,40,married,secondary,-357,no,0,yes
14218,14958,27,married,secondary,119,no,0,yes
14221,14961,35,married,tertiary,36,yes,0,yes
14277,15017,26,married,secondary,-11,yes,0,yes
14301,15041,35,married,primary,113,no,0,yes
14310,15050,52,married,secondary,1405,yes,0,yes
14351,15092,32,single,secondary,118,no,0,yes
14353,15094,39,married,secondary,251,no,0,yes
14367,15108,31,divorced,secondary,-277,no,0,yes
14376,15117,26,single,secondary,-189,yes,0,yes
14378,15120,42,married,tertiary,4,no,0,yes
14380,15122,32,married,secondary,348,no,0,yes
14405,15149,27,single,secondary,1820,no,0,yes
14431,15175,33,divorced,secondary,1904,no,0,yes
14435,15179,51,married,primary,201,no,0,yes
14436,15180,33,married,secondary,0,no,0,yes
14448,15192,30,single,tertiary,178,no,0,yes
14453,15198,29,married,tertiary,51,no,0,yes
14467,15212,52,married,primary,3798,no,0,yes
14475,15220,42,divorced,primary,301,no,0,yes
14477,15222,31,divorced,tertiary,294,no,0,yes
14493,15238,27,married,secondary,0,no,0,yes
14517,15263,44,single,secondary,292,yes,0,yes
14523,15269,55,married,primary,0,no,0,yes
14540,15286,40,divorced,secondary,2998,no,0,yes
14541,15287,54,single,tertiary,467,no,0,yes
14543,15289,46,divorced,primary,2084,no,0,yes
14564,15311,30,single,tertiary,502,yes,0,yes
14565,15312,30,divorced,primary,459,no,0,yes
14571,15318,32,divorced,secondary,454,no,0,yes
14574,15321,56,divorced,secondary,179,no,0,yes
14596,15343,33,married,secondary,661,no,0,yes
14605,15352,31,married,secondary,-367,no,0,yes
14611,15358,30,single,secondary,-366,no,0,yes
14618,15366,33,married,secondary,89,no,0,yes
14625,15373,30,single,secondary,183,no,0,yes
14641,15389,32,married,primary,102,no,0,yes
14644,15392,41,divorced,primary,138,no,0,yes
14664,15413,31,single,secondary,622,no,0,yes
14666,15415,30,divorced,secondary,10,no,0,yes
14681,15430,51,divorced,secondary,9228,no,0,yes
14689,15438,34,divorced,secondary,-251,no,0,yes
14701,15451,43,married,secondary,104,no,0,yes
14714,15464,33,single,tertiary,1393,no,0,yes
14729,15479,36,married,tertiary,625,no,0,yes
14759,15510,28,married,secondary,173,no,0,yes
14761,15512,32,divorced,secondary,-46,yes,0,yes
14771,15522,31,divorced,secondary,0,yes,0,yes
14775,15526,35,single,tertiary,145,no,0,yes
14778,15529,31,married,tertiary,325,no,0,yes
14824,15578,32,single,tertiary,2551,no,0,yes
14842,15597,25,single,secondary,2311,yes,0,yes
14903,15659,56,divorced,tertiary,158,yes,0,yes
14930,15686,31,married,primary,-537,yes,0,yes
14934,15690,29,single,secondary,-20,yes,0,yes
14936,15692,47,married,secondary,1981,no,0,yes
14947,15703,32,married,primary,228,no,0,yes
14957,15713,39,married,tertiary,1423,no,0,yes
14963,15719,51,married,tertiary,2455,no,0,yes
14964,15720,40,married,primary,0,no,0,yes
14966,15722,54,divorced,secondary,859,yes,0,yes
14997,15755,56,married,primary,486,yes,0,yes
15036,15794,25,married,tertiary,10,no,0,yes
15059,15817,55,married,secondary,127,no,0,yes
15060,15818,26,single,primary,409,no,0,yes
15065,15823,40,single,secondary,664,no,0,yes
15080,15838,26,single,secondary,223,yes,0,yes
15089,15847,35,single,tertiary,-324,yes,0,yes
15099,15858,34,single,secondary,-30,no,0,yes
15101,15860,41,single,tertiary,1253,no,0,yes
15147,15906,44,married,primary,4758,no,0,yes
15172,15932,47,married,secondary,290,no,0,yes
15187,15947,33,single,tertiary,30,no,0,yes
15206,15966,36,divorced,tertiary,81,yes,0,yes
15220,15980,38,married,secondary,0,no,0,yes
15263,16023,35,married,tertiary,328,no,0,yes
15282,16042,41,single,tertiary,145,no,0,yes
15358,16121,28,married,secondary,751,no,0,yes
15376,16140,35,single,secondary,507,no,0,yes
15381,16145,26,married,secondary,-379,yes,0,yes
15420,16184,39,single,secondary,0,no,0,yes
15434,16199,37,married,secondary,1110,no,0,yes
15445,16210,27,married,secondary,0,no,0,yes
15464,16230,25,married,secondary,2228,no,0,yes
15481,16247,46,divorced,tertiary,2166,no,0,yes
15507,16274,42,divorced,secondary,283,no,0,yes
15524,16291,25,single,secondary,-247,no,0,yes
15588,16356,28,single,tertiary,-123,yes,0,yes
15599,16367,33,divorced,secondary,44,yes,0,yes
15622,16390,32,single,secondary,131,yes,0,yes
15651,16420,32,married,secondary,476,no,0,yes
15657,16426,47,single,secondary,1101,no,0,yes
15677,16446,50,married,tertiary,-168,no,0,yes
15685,16454,32,single,secondary,799,yes,0,yes
15700,16470,28,single,secondary,153,no,0,yes
15701,16471,27,married,secondary,-392,no,0,yes
15703,16473,45,married,secondary,524,no,0,yes
15712,16482,51,single,secondary,895,no,0,yes
15725,16497,36,married,secondary,212,yes,0,yes
15727,16499,51,married,secondary,95,no,0,yes
15743,16515,33,single,tertiary,395,no,0,yes
15745,16517,59,married,secondary,135,yes,0,yes
15751,16523,38,married,tertiary,0,no,0,yes
15770,16545,40,married,secondary,471,no,0,yes
15817,16595,51,married,primary,603,no,0,yes
15820,16598,41,single,secondary,663,no,0,yes
15857,16636,55,divorced,secondary,-268,yes,0,yes
15858,16637,38,married,secondary,593,yes,0,yes
15861,16640,31,married,tertiary,1224,yes,0,yes
15862,16641,28,single,secondary,2,no,0,yes
15894,16673,41,married,secondary,720,yes,0,yes
15913,16692,33,divorced,tertiary,990,no,0,yes
15943,16724,25,single,secondary,1747,no,0,yes
15947,16728,45,divorced,secondary,59,no,0,yes
15952,16733,25,single,secondary,4718,no,0,yes
15979,16762,31,married,primary,33,no,0,yes
16027,16811,28,single,secondary,340,no,0,yes
16029,16813,49,divorced,secondary,305,no,0,yes
16057,16841,25,married,secondary,0,no,0,yes
16058,16842,28,single,tertiary,497,no,0,yes
16070,16855,54,married,secondary,1371,no,0,yes
16079,16864,28,single,tertiary,1628,no,0,yes
16086,16871,27,single,tertiary,372,yes,0,yes
16095,16881,49,single,primary,566,no,0,yes
16099,16885,53,married,primary,343,no,0,yes
16111,16897,26,single,secondary,941,yes,0,yes
16114,16900,37,married,secondary,775,yes,0,yes
16115,16901,34,single,secondary,1759,yes,0,yes
16119,16905,33,married,secondary,82,no,0,yes
16133,16920,35,divorced,tertiary,1723,no,0,yes
16171,16960,51,married,primary,1495,no,0,yes
16206,16996,39,married,secondary,1444,no,0,yes
16238,17028,35,single,tertiary,470,no,0,yes
16241,17031,51,married,primary,1162,no,0,yes
16269,17060,30,single,tertiary,2,yes,0,yes
16292,17083,42,single,primary,1628,no,0,yes
16296,17087,54,married,secondary,1134,no,0,yes
16302,17094,51,married,primary,0,yes,0,yes
16312,17104,57,divorced,primary,63,yes,0,yes
16318,17110,30,married,tertiary,1221,no,0,yes
16323,17115,37,single,secondary,5024,yes,0,yes
16338,17130,39,married,secondary,10685,no,0,yes
16339,17131,35,married,tertiary,1629,no,0,yes
16390,17182,48,married,secondary,268,no,0,yes
16395,17187,45,divorced,tertiary,1506,no,0,yes
16401,17193,31,married,tertiary,0,yes,0,yes
16410,17202,35,married,secondary,5613,no,0,yes
16425,17219,48,married,secondary,513,yes,0,yes
16433,17228,43,married,secondary,-236,no,0,yes
16450,17245,43,single,primary,-399,yes,0,yes
16465,17260,49,divorced,secondary,0,no,0,yes
16484,17279,53,married,primary,362,no,0,yes
16485,17280,48,married,secondary,0,yes,0,yes
16491,17286,27,single,secondary,3933,no,0,yes
16497,17292,55,married,secondary,3899,no,0,yes
16547,17344,40,married,secondary,473,no,0,yes
16565,17362,40,single,tertiary,1616,no,0,yes
16571,17368,38,divorced,secondary,1817,no,0,yes
16583,17380,54,single,secondary,129,yes,0,yes
16602,17399,54,married,secondary,1938,yes,0,yes
16657,17455,50,single,secondary,133,no,0,yes
16674,17473,27,single,secondary,192,no,0,yes
16743,17546,48,divorced,tertiary,2263,no,0,yes
16780,17588,51,divorced,primary,5,no,0,yes
16833,17642,42,single,tertiary,2625,no,0,yes
16887,17697,33,married,secondary,0,no,0,yes
16896,17709,58,divorced,secondary,1080,no,0,yes
16916,17729,47,married,secondary,312,no,0,yes
16945,17762,58,married,secondary,145,no,0,yes
16947,17764,60,married,primary,362,yes,0,yes
16963,17780,41,married,secondary,-190,yes,0,yes
16977,17794,46,married,secondary,659,no,0,yes
17050,17870,50,married,secondary,2678,no,0,yes
17052,17873,46,married,secondary,271,no,0,yes
17057,17878,47,single,tertiary,255,yes,0,yes
17074,17897,44,married,secondary,0,no,0,yes
17076,17899,46,divorced,tertiary,21,no,0,yes
17079,17903,36,married,secondary,0,no,0,yes
17098,17926,58,divorced,secondary,3161,no,0,yes
17169,18001,44,single,primary,-4,yes,0,yes
17181,18015,55,married,tertiary,-375,no,0,yes
17186,18020,52,married,primary,959,no,0,yes
17189,18023,37,married,secondary,4151,yes,0,yes
17192,18026,60,divorced,secondary,1091,no,0,yes
17210,18047,36,married,tertiary,96,no,0,yes
17213,18050,41,divorced,primary,0,no,0,yes
17231,18068,50,married,tertiary,230,no,0,yes
17235,18072,44,married,primary,-156,yes,0,yes
17243,18081,54,married,secondary,114,no,0,yes
17286,18126,35,married,tertiary,-468,no,0,yes
17320,18161,59,divorced,secondary,679,no,0,yes
17328,18171,27,single,tertiary,1,no,0,yes
17346,18189,27,single,secondary,489,no,0,yes
17352,18195,36,married,primary,78,no,0,yes
17354,18198,59,divorced,primary,2518,no,0,yes
17371,18216,43,married,secondary,378,no,0,yes
17391,18238,39,single,secondary,391,yes,0,yes
17395,18243,33,married,secondary,-144,no,0,yes
17446,18296,36,single,tertiary,1240,no,0,yes
17459,18310,35,divorced,primary,1792,no,0,yes
17467,18320,55,married,secondary,264,yes,0,yes
17522,18382,51,divorced,tertiary,0,no,0,yes
17547,18410,48,married,tertiary,-392,no,0,yes
17571,18437,55,divorced,primary,77,no,0,yes
17581,18447,30,married,secondary,48,no,0,yes
17582,18448,53,married,primary,252,no,0,yes
17621,18490,40,married,secondary,1954,no,0,yes
17647,18516,44,married,primary,755,yes,0,yes
17649,18518,51,married,tertiary,5350,yes,0,yes
17660,18531,58,married,secondary,-382,no,0,yes
17669,18540,40,single,tertiary,7441,no,0,yes
17685,18556,35,married,tertiary,1731,no,0,yes
17747,18625,49,divorced,tertiary,755,no,0,yes
17810,18694,40,married,primary,57,no,0,yes
17850,18736,48,married,primary,3644,yes,0,yes
17882,18771,40,married,secondary,341,no,0,yes
17891,18780,58,married,primary,1183,no,0,yes
17920,18811,49,married,secondary,388,no,0,yes
17955,18848,38,married,secondary,1919,no,0,yes
17987,18884,51,divorced,tertiary,1613,no,0,yes
17995,18894,36,divorced,tertiary,0,no,0,yes
18019,18919,55,married,secondary,0,no,0,yes
18053,18956,52,married,tertiary,7192,no,0,yes
18088,18993,43,married,tertiary,0,no,0,yes
18094,18999,60,divorced,secondary,0,no,0,yes
18099,19004,57,married,secondary,466,no,0,yes
18101,19006,41,married,tertiary,515,no,0,yes
18105,19010,50,married,tertiary,2313,no,0,yes
18113,19018,53,married,secondary,-8,no,0,yes
18117,19022,59,married,primary,1634,yes,0,yes
18132,19037,59,married,primary,100,no,0,yes
18138,19044,33,married,tertiary,679,no,0,yes
18152,19060,58,divorced,tertiary,1257,no,0,yes
18156,19066,59,married,primary,3400,no,0,yes
18183,19094,51,married,secondary,949,no,0,yes
18188,19099,50,married,secondary,4855,no,0,yes
18201,19112,49,single,secondary,1377,no,0,yes
18203,19114,33,divorced,tertiary,2885,no,0,yes
18206,19117,55,married,primary,512,no,0,yes
18208,19119,42,married,tertiary,921,no,0,yes
18217,19128,52,married,secondary,1000,no,0,yes
18223,19134,38,married,tertiary,202,no,0,yes
18243,19155,55,married,tertiary,169,yes,0,yes
18245,19157,49,married,tertiary,3726,no,0,yes
18257,19169,56,divorced,secondary,146,no,0,yes
18266,19178,46,married,secondary,940,no,0,yes
18288,19201,57,divorced,tertiary,734,no,0,yes
18292,19205,61,married,secondary,77,no,0,yes
18298,19212,45,married,secondary,925,no,0,yes
18305,19219,39,married,tertiary,1836,no,0,yes
18307,19221,46,married,secondary,660,no,0,yes
18317,19231,34,single,tertiary,681,no,0,yes
18326,19241,43,single,tertiary,1304,no,0,yes
18328,19243,34,married,secondary,2956,no,0,yes
18334,19249,35,divorced,tertiary,146,no,0,yes
18336,19251,36,divorced,tertiary,36,no,0,yes
18347,19262,45,divorced,tertiary,1,no,0,yes
18361,19277,47,married,secondary,2480,no,0,yes
18366,19282,42,married,tertiary,14282,no,0,yes
18369,19285,34,married,secondary,182,no,0,yes
18375,19291,40,single,tertiary,0,no,0,yes
18383,19300,40,divorced,secondary,311,no,0,yes
18410,19327,32,married,secondary,560,no,0,yes
18419,19336,33,single,secondary,3059,yes,0,yes
18452,19369,32,married,tertiary,1423,no,0,yes
18460,19377,46,married,primary,874,no,0,yes
18524,19443,50,married,secondary,706,no,0,yes
18525,19444,51,married,primary,7098,no,0,yes
18526,19445,30,single,tertiary,5389,no,0,yes
18558,19479,34,divorced,tertiary,674,no,0,yes
18566,19487,39,single,secondary,1104,no,0,yes
18568,19489,47,married,secondary,3070,no,0,yes
18602,19524,40,divorced,secondary,0,no,0,yes
18614,19536,50,married,primary,4108,no,0,yes
18615,19537,60,married,tertiary,0,no,0,yes
18691,19613,32,single,tertiary,4291,no,0,yes
18692,19614,57,married,tertiary,6822,no,0,yes
18728,19651,41,married,tertiary,231,no,0,yes
18743,19666,50,married,secondary,3176,no,0,yes
18746,19669,46,divorced,secondary,-824,no,0,yes
18749,19672,31,married,tertiary,676,no,0,yes
18760,19683,36,single,secondary,651,no,0,yes
18767,19690,45,divorced,secondary,2657,no,0,yes
18807,19730,33,divorced,secondary,801,no,0,yes
18834,19757,41,married,tertiary,1517,no,0,yes
18841,19764,37,single,secondary,980,no,0,yes
18843,19766,60,married,tertiary,73,no,0,yes
18899,19823,47,married,secondary,405,yes,0,yes
18909,19833,35,married,tertiary,82,no,0,yes
18915,19839,47,married,secondary,8229,no,0,yes
18949,19873,38,married,tertiary,179,no,0,yes
18962,19886,33,married,tertiary,1047,no,0,yes
18964,19888,44,single,secondary,7138,no,0,yes
18970,19894,31,single,tertiary,165,yes,0,yes
18998,19922,31,single,tertiary,37,no,0,yes
19000,19924,32,single,secondary,40,no,0,yes
19045,19969,49,married,secondary,823,no,0,yes
19048,19972,52,married,primary,1625,no,0,yes
19069,19994,31,married,tertiary,120,no,0,yes
19084,20009,35,married,tertiary,2957,yes,0,yes
19087,20012,32,single,secondary,483,no,0,yes
19092,20017,31,single,tertiary,2,no,0,yes
19098,20023,36,divorced,secondary,1,no,0,yes
19116,20041,39,married,tertiary,1795,no,0,yes
19117,20042,46,married,tertiary,4,no,0,yes
19157,20082,46,divorced,tertiary,1297,no,0,yes
19195,20122,48,married,primary,476,no,0,yes
19204,20131,36,married,tertiary,9,no,0,yes
19248,20175,30,married,tertiary,131,no,0,yes
19275,20203,30,single,tertiary,4889,no,0,yes
19298,20227,33,single,tertiary,1120,no,0,yes
19299,20228,57,married,primary,2785,no,0,yes
19307,20236,33,single,tertiary,0,no,0,yes
19316,20245,35,married,tertiary,43,no,0,yes
19336,20268,39,married,secondary,11835,no,0,yes
19339,20271,53,married,tertiary,0,no,0,yes
19356,20288,39,married,secondary,215,no,0,yes
19359,20291,41,married,secondary,456,no,0,yes
19364,20296,32,single,secondary,2018,no,0,yes
19384,20316,31,married,secondary,0,no,0,yes
19399,20331,37,single,secondary,4,no,0,yes
19428,20360,51,married,primary,541,no,0,yes
19436,20368,41,married,tertiary,0,no,0,yes
19440,20372,35,single,secondary,354,no,0,yes
19442,20374,48,married,primary,719,yes,0,yes
19454,20386,34,married,tertiary,828,yes,0,yes
19467,20400,47,married,secondary,2787,no,0,yes
19474,20407,46,married,secondary,2551,no,0,yes
19477,20410,60,married,secondary,2722,no,0,yes
19501,20434,39,married,secondary,1880,no,0,yes
19505,20438,57,married,primary,2112,no,0,yes
19521,20454,32,divorced,tertiary,874,no,0,yes
19550,20483,32,single,tertiary,2667,no,0,yes
19565,20498,36,divorced,secondary,871,no,0,yes
19576,20509,30,married,secondary,850,no,0,yes
19590,20523,33,married,secondary,3243,no,0,yes
19623,20558,57,divorced,tertiary,8897,no,0,yes
19624,20559,38,single,tertiary,508,yes,0,yes
19632,20567,46,married,secondary,548,no,0,yes
19634,20569,30,married,tertiary,1567,no,0,yes
19640,20575,49,married,tertiary,4751,no,0,yes
19648,20583,38,married,secondary,1478,no,0,yes
19656,20591,36,single,secondary,12,no,0,yes
19667,20603,49,married,primary,128,no,0,yes
19681,20617,49,married,secondary,553,no,0,yes
19683,20619,40,divorced,secondary,1694,no,0,yes
19685,20621,49,married,primary,408,no,0,yes
19686,20622,38,married,tertiary,1223,no,0,yes
19688,20624,31,single,tertiary,1858,no,0,yes
19691,20627,31,single,tertiary,208,no,0,yes
19695,20631,34,married,tertiary,520,no,0,yes
19697,20633,39,married,tertiary,271,no,0,yes
19702,20638,33,single,tertiary,87,no,0,yes
19707,20643,40,married,secondary,4396,no,0,yes
19709,20645,47,married,secondary,568,no,0,yes
19729,20666,37,single,secondary,3665,no,0,yes
19732,20669,44,single,secondary,244,no,0,yes
19742,20679,55,married,tertiary,568,no,0,yes
19744,20681,30,single,tertiary,4210,no,0,yes
19785,20725,40,married,secondary,42,no,0,yes
19790,20731,54,married,primary,309,no,0,yes
19793,20734,35,married,secondary,-180,yes,0,yes
19795,20736,31,single,tertiary,-405,yes,0,yes
19796,20737,32,single,tertiary,34646,no,0,yes
19804,20745,36,divorced,tertiary,59,no,0,yes
19805,20746,58,married,primary,4158,no,0,yes
19823,20769,37,married,tertiary,4436,no,0,yes
19858,20805,37,single,secondary,-242,no,0,yes
19864,20811,50,married,secondary,10052,no,0,yes
19867,20814,58,married,tertiary,0,no,0,yes
19876,20823,52,divorced,secondary,152,no,0,yes
19877,20824,31,married,tertiary,156,no,0,yes
19886,20833,40,married,tertiary,66,no,0,yes
19895,20842,34,single,tertiary,9827,no,0,yes
19902,20849,53,married,secondary,6170,no,0,yes
19903,20850,43,married,tertiary,2383,no,0,yes
19909,20856,30,single,tertiary,635,no,0,yes
19912,20859,35,divorced,tertiary,434,no,0,yes
19931,20878,34,single,secondary,16,no,0,yes
19935,20882,48,divorced,secondary,362,no,0,yes
19943,20890,33,married,tertiary,191,no,0,yes
19988,20935,37,single,tertiary,455,no,0,yes
20020,20968,57,divorced,secondary,3043,no,0,yes
20056,21004,55,married,primary,3334,no,0,yes
20072,21020,34,married,tertiary,8029,no,0,yes
20073,21021,44,married,tertiary,624,no,0,yes
20104,21053,35,single,tertiary,331,no,0,yes
20130,21080,34,married,primary,2929,no,0,yes
20137,21088,34,single,tertiary,6529,no,0,yes
20163,21114,49,married,secondary,1314,no,0,yes
20166,21117,30,married,secondary,289,no,0,yes
20168,21119,32,married,tertiary,169,no,0,yes
20173,21125,32,single,tertiary,20,no,0,yes
20194,21146,56,married,primary,8163,no,0,yes
20223,21176,50,single,tertiary,1200,no,0,yes
20250,21203,33,single,tertiary,6748,no,0,yes
20252,21205,32,single,secondary,1732,no,0,yes
20254,21207,46,married,secondary,456,yes,0,yes
20256,21209,45,single,tertiary,0,no,0,yes
20259,21212,52,married,tertiary,576,no,0,yes
20261,21214,60,married,primary,493,no,0,yes
20271,21224,47,married,tertiary,682,no,0,yes
20272,21225,32,single,secondary,0,no,0,yes
20273,21226,55,married,primary,3485,no,0,yes
20290,21244,36,single,tertiary,2944,no,0,yes
20302,21257,46,married,secondary,1353,no,0,yes
20341,21296,55,divorced,tertiary,0,no,0,yes
20369,21325,47,married,secondary,1219,no,0,yes
20392,21348,30,single,tertiary,1541,no,0,yes
20431,21387,54,married,secondary,548,no,0,yes
20441,21397,31,single,tertiary,11821,no,0,yes
20446,21402,31,divorced,tertiary,254,no,0,yes
20452,21408,46,single,tertiary,4414,no,0,yes
